"اَندَرِ رِلا رلِيُون، ٻَهَرِ پَٽولا،
گَڏَہَ جا گولا، اِنيِن پَرين ڪاپَڙِي.",Shah Bhitai
"ٻَهَرِ رِلا رِلِيُون، اَندَرِ پَٽولا،
خُدا جا گولا، اِنِين پَرين ڪاپَڙِي.",Shah Bhitai
"گُلَ گُلَ پَسِي گودَڙِيا! گهَڻَا مَ ڀانئيجِ،
سوئِي سُڃاڻيجِ، ھِيُّ ھُو آھي ھيڪَڙو.",Shah Bhitai
"جِهِ ڪارَڻ جوڳي ٿِئا، جان جان سو نہ پَسَنِ،
تان تان سناسِنِ، ورِہَ وِھامي راتَڙِي.",Shah Bhitai
"نہ کِلَنِ، نہ کِينِ ڪِي، نَڪِي ڳالائِين،
ڪِهِ جِهِ ۾ آھِينِ، سا پَروَڙَڻُ ڏاکَڙو.",Shah Bhitai
"راتِيا رجهَنِ رام سين، ڏيهِا ڪَنِ سَنانُ،
جوڳِي سي اَنانُ، وَٽُون جَنِ وِراھِيُون.",Shah Bhitai
"ڪِي جو ڏِٺائُون، ڏَھڪِجِي ڏُورِ ٿِئا،
وِھَڪَ نَہ ڪيائُون، اُڀَڪَ عَيۡبُ اُنِ جو.",Shah Bhitai
"نَڪِي طعامُ تُنبِنِ ۾، نہَ ڪِي گَبَرِيَنِ،
مُون پُڻِ مُلا تَنِ، حاصُلُ ڪِي حالُ ڪِئو.",Shah Bhitai
"توڙي تُون ڪاتارِ، جِمَ ھيڪَلِي ڀيرِيين،
ڏسي ڪا ڏئُارِ، صَرافَ اِنهِيءَ سُٽَ ۾.",Shah Bhitai
"جَنِين ڀيرِيو ھيڪَلو، تَنِين ميڙِيو، ماءِ!
تَندُ اِھَڙِيَ ساءِ، مُون آتَڻُ ھَڏِ نہ آئِيو.",Shah Bhitai
"اَڄُ پُڻِ اُجهَڻَ کي مَرِين، نَڪِي ڪِتُءِ ڪالَ،
ڀورِي! تو سين ڀالَ، ڪاندُ ڪَرِيندو ڪيتَرا؟",Shah Bhitai
"مَڇُڻِ ڀاڳَ ڀَرِ ڏِيين، ڪِتُ ڪَنَبدِي آءُ،
جَڏِہ تَڏِہ ماءُ! ڀرَن ڀيرَمَ وارِيُون.",Shah Bhitai
"چاوَتَ پائي چِتَ ۾، سَنۡهو ڪِتو جَن،
تِهۡ جو صَرافَنِ، دُڪو داخِلِ نہَ ڪِئو.",Shah Bhitai
"مَحَبَّتَ پائي مَنَ ۾، رَنڍا روڙِيا جَنِ،
تَنِ جو صَرافِنِ، آڻَ تورِيو ئِي اَگهائِيو.",Shah Bhitai
"اولاڻيان اَرٽ، ڪيڏہَ ڪِتَڻَ وارِيُون؟
پَهِيُون مَٿي پَٽَ، لُڙجَنِ لاکِيَڙَنِ جِيُون.",Shah Bhitai
"ڪِتي ڪِتي ڪالَ، اَڄُ نہَ آتَڻَ آئِيُون،
اَرٽَ اُکِلِي مالَ، پُوري ويُيون نِجهُرا.",Shah Bhitai
"نہ سي وَؤڻَ وَڻَنِ ۾، نہ سي ڪاتارِيُون،
پَسِئو بازاريُون، ھِيَڙو مُون لُوڻُ ٿِيي.",Shah Bhitai
"جَنِين ڪِتو ڪَالَ، سي پاڻا پييُون مامِري،
جَنِين ٽڪَ نَہ مالَ، سَرَھِيُون سي صَراف سين.",Shah Bhitai
"پائي پاند ڪَپاہُ، جان مُون آتَڻَ نِهارِئا،
کَڻي ڪانہَ پساہُ، سَرَتُيُون وَڃِي سُتِيُون.",Shah Bhitai
"چَرِکو پَهجِي چِتَ سان، ڀِنَي ڀيِڙئو جَنِ،
توڙي ڪِي نَہ ڪِتَنِ، تَپِ ڪاندُ تَنيِن جو ڪوڏِئو.",Shah Bhitai
"وَھِلو وَرُ، وَرِيا پِرِين، آءُ ڪانگا! وَڻِ ويهُ،
جَنِين ڏُورِ چيتارِتو ڏيهُ، سي اُڏامي آڻ پِرِين.",Shah Bhitai
"وَھِلو وَرُ، وَريا پِرِين، آءُ ڪانگا! لَنءُ لاتِ،
وِيا جي قُلاتِ، سي اُڏامِي آڻِ پِرِين.",Shah Bhitai
"ڪُتو جي ڪانءُ، پِرِيان سَندي پارَ جو،
اُنِهين مَٿان آنءُ، ڪوڙين قُرِبانِي ٿِيان.",Shah Bhitai
"سَدا شَوقَ پِرِيَنِ جي، ڦِران ڦيرِيدارُ،
مانَ سَڃيهُون يارُ، اَڳِيان اَکَڙِيُون کَڻِي.",Shah Bhitai
"وچينءَ ويراڳِنِ جِي، مَٿي ڪُڻڇَ ڪُوڪَ،
مَحَبَتِي مَلُوڪَ، ساري سِڪَ سَنا ڪِئا.",Shah Bhitai
"پُورَبا پُوري وِئا، آسَڻَ اَڄُ صُبُوح،
خَستُورِيَ خشبوءِ، آھي آديسنِ ۾.",Shah Bhitai
"مَٿي راہَ رَوان ٿِئا، پُورَبِ پُورِيائُون،
ھِي گهَرَ گهورِيائُون، آڳانڍِيائُون اَڳِيان.",Shah Bhitai
"”وحده“ وائي، چڙهندي چيائين،
سو لُڙ لنگهيائين، جتي پارک پکيان.",Shah Bhitai
"ٻَگهَنِ سين ٻاڻُ ھَڻِي، اُڏاڻو آڪاسِ،
جِتي پِرِين سَنداسِ، سو سَرُ مَڻي ھَنجَڙو.",Shah Bhitai
"اَکَڙِيُون اوڙاہَ ۾، اُڀو تَڪي تارِ،
پِٿُون جي پاتارِ، ھَنُج تَنِين جو ھيرَئُون.",Shah Bhitai
"وَڃين نہ پيهِي، پِٿُءَ لَءِ پاتارِ ۾؟
ڪَنڌِيَ تي ڪيهِي، ھاجَ تُهِجِي ھَنجَڙا؟",Shah Bhitai
"اُونِهي ۾ اوڙاہُ جو، ھَنجُ تِتَهِين ھوءِ،
اِيُ ڪانِيرَو ڪوءِ، جو ڇاڇَرِ ڇيرُون ڪَري؟",Shah Bhitai
"ٿِئو حُضُورِي ھاڻِ، سوجها پَيِسَ سَرَ جِي،
کُنڊي لڌِي کاڻِ، پَکِيَڙي پاتارِ ۾.",Shah Bhitai
"اَڇو پاڻِي لُڙ ٿِئو، ڪالُورِئو ڪَنگَنِ،
اِيندي لَڄَ مَرَنِ، تَهۡ سَرَ مَٿي ھَنجَڙا!",Shah Bhitai
"ھَنجَن سين هيڪارَ، جي ڳَڻَ ڪري نِهارِيين،
ٻَگهَن سين ٻِيهارَ، ٻيلَهہ نہ ٻَڌين ڪَڏھِين.",Shah Bhitai
"سَرَ سُڪي سالَ ٿِئا، ھَنجَ ھريوئِي پيرُ،
ڪَنگُ ويچارو ڪيرُ، جو رَسي اِنَهِيَ رَمۡزَ کي؟",Shah Bhitai
"آءُ اُڏامِي ھَنجَڙا! سَرَ ۾ سارِينَئي،
مَتان مارِينَئِي، پاڙِھيرِي پَهُ ڪَري.",Shah Bhitai
"سَرَ ۾ پَکِي ھيڪَڙو، پاڙِيهرِي پَنجاہَ،
سَندِيَ آسَ اَللهَ، لُڏي لَهرِنِ وَچَـ۾.",Shah Bhitai
"دَلِبو مَنجِهہ دَرِياہَ، پَکِي پَسِي آئِيا،
ويچارا ويساہَ، آڻي اُتِ اَڙائِيا.",Shah Bhitai
"ھَنجَ مڙِوئِي ھَنجَ، ميرو مَنجهِنِ ناہِ ڪو،
جِتي رَھَنِ سَنجَهہ، سو سَرُ ڪَنِ سُرَھو.",Shah Bhitai
"ويا مورَ مَرِي، ھَنجُ نہَ رَھِيو ھيڪَڙو،
وَطَنُ ٿِئو وَرِي، ڪوڙَنِ ڪانِيرَنِ جو.",Shah Bhitai
"سُرَھو سَرُ وِڃائِيو، ڪُوڙَن ڪانيَرنِ،
رُٺا روہُ وَڃَنِ، ڪِهِ ھِيڻائِيَ کان ھَنجَڙا.",Shah Bhitai
"سَنَهان ڀانءِ مَ سَپَ، وِياءُ واسِينگَنِ جا،
جَنِين جِيءَ جهَڙَپَ، ھاٿِي ھَنڌا ئِي نَہ چُري.",Shah Bhitai
"سَنَها ڀانءِ مَ سَپَ، سُڪا جَنِين پيٽَ،
تَنِين جِيءَ جَهپيٽَ، جُنگَنِ کي جوکو ٿِيي.",Shah Bhitai
"سُتو ڪِنءَ نِنڊُون ڪَرِين، رو وِهاڻِيَ روءِ،
سُڀا سازُ سَندوءِ، پِئو ھَندو پَٽَ ۾.",Shah Bhitai
"سيراندِيَ سازُ ڪِئو، سُمۡهِين سارِي راتِ،
جاجِڪاڻي ذاتِ، اِيَ ھوءِ اڳَهِين؟",Shah Bhitai
"جَنِين سُکُ ناہِ ڪو، چارَڻَ سي چَئِجَنِ،
رُڃُنِ راہَ پُڇَنِ، مَٿي ڪُلَنِ ڪِينَرا.",Shah Bhitai
"چارَڻُ لَڱو، پَنڌُ گهَڻُون، ڪِي چوٽاڻِيَ چَئيجِ،
ھِتِ ڪِي ھَلائِيجِ، اُتي آئُون نَہ اَچِڻو.",Shah Bhitai
"ٻاجهاڻُون ٻيلِي ڌَڻِي، ٻُجهان ٻاجهَہ ٿِئي،
سَپَڙَ سا سُئِي، جيڪا چَارَڻَ چِتَ ۾.",Shah Bhitai
"ميرا پَسِي مَڱَڻا، سَپَڙَ سَڏِ ڪِئا،
سَٻوجَهنِ سُئا، اَٻوجَهنِ آسَرو.",Shah Bhitai
"تُون سَپَڙُ، آئُون سيڪَڙُو، تُون صاحِبُ، آئُون سَگُ،
پُڇِي تُهِجو پَڳُ، ڪُلي پاتُمِ ڪِينَرو.",Shah Bhitai
"تُون سَپَڙُ، آئُون سيڪَڙُو، تُون ڏاتارُ، آئُون ڏَڏُ،
سُڻي تُهِجو سَڏُ، ڪُلي پاتُمِ ڪِينَرو.",Shah Bhitai
"تُون سَپَڙُ، آئُون سيڪَڙُو، تُون ڏاتارُ، آئُون ڏوہُ،
تُون پارِسُ، آئُون لوہُ، جي سَڃين تَہ سونُ ٿِيان.",Shah Bhitai
"اُڀِرِئو تارو، اُٿِي وَرَ! وِھاڳُ ڏي،
سَپَڙُ رِيسارو، چِتُ پَرِکي چارَڻين.",Shah Bhitai
"ڪَرِ ڪي ڳالَڙِيُون، ڪَنڊا! ڍورَ ڌُڻِيَنِ جِيُون،
ڪِنءَ سي راتَڙِيُون، ڪِه پَرِ ڏِيهَ گذارِيَئِي؟",Shah Bhitai
"ڪَرِ ڪا ويهِي ڳالِ، ڪَنڊا! ڍورَ ڌُڻِيَنِ جي،
ھِهَڙي اَڄُ حالِ، ڏُکِيا، ڏِيهَ گُذارِيين!",Shah Bhitai
"ڪَنڊا! تو وَٽان، سَچُ ڪِ سيڻَنِ لَڏِئو؟
مَڃَرَ تو مَٿان ڇَڻِيو، پُونِ ڇُڳا ڪِيو!",Shah Bhitai
"جان تو ھُئڙَو وَڍُ، ڪَنڊا! ڍورَ ڌڻِيَنِ جو،
پاڻان ڏيئِي ڏَڍُ، مُورِيَ مَڃَرَ نَہ ڪَرِيين.",Shah Bhitai
"جان تو ھُئڙُو سُورُ، ڪَنڊا! ڍورَ ڌَڻِيَنَ جو،
مَٿي لامُنِ ٻُورُ، مورِيَ مَڃَرَ نَہ ڪَرِيين.",Shah Bhitai
"ڪَنڊا! تُون ڪيڏو، جَڏَھِ ڀَريو ڍورُ وَھي؟
جَسودَنِ جيڏو، تو ڪو گڏِئو پَهِيَڙو؟",Shah Bhitai
"سَچُ ڪِ سُڪو ڍورُ، ڪَڌيَ اَڪَ ڦُلارِئا،
جُنگَنِ ڇَڏِئو زورُ، سَرَ سُڪا، سُونگِي گَيا؟",Shah Bhitai
"جَڏہِ ڍاڳي ڍورُ، ٻَئِي وَھَنِ ٻَلِيارَ ۾،
تَڏِہِ تاجَڙِيُنِ طورُ، ھُئو جَسوِدَنِ سين.",Shah Bhitai
"جان جَرُ ھُئڙو جالَ، تان تون مَڇَ نہ موٽِيين،
پُونِديَءِ اَڄُ ڪَ ڪالَ، سانڀويُون سانگِنِ جُون.",Shah Bhitai
"جان جَرُ ھُئڙو سِيرَ، تان تون مَڇَ نہ موٽِيين،
آڏا اَڏي ڪِيرَ، گهَٽَ بہ جَهِليا گهاتُئين.",Shah Bhitai
"متو آھِين مَڇَ، ٿُلۡهو ٿيو ٿُونا ھَڻين،
جا تو ڏِٺِي اَڇَ، تِه پاڻِيَ پُنا ڏِيهَڙا.",Shah Bhitai
"ڏَواران پَسِي ڏُورِ، وِھين جي نہ وِھِروُن ڪَري،
ھُوندَ نہ پَئين ھورِ، مانگرِياڻي مَڇَڙا!",Shah Bhitai
"جا تون گهيڙِي گهٽِ، مانگَرياڻِي مَڇَڙا!
نيئي پڇاڙيا پَٽِ، تِه ڪَنڌِيَ ڪَڍي ڪيتَرا.",Shah Bhitai
"ڪُنڊي ڪَلِيُنِ وِچَ ۾، جَڏِہِ ھَئِين جَنِ،
موٽي مُون پِريَنِ، ڪَڍَڻَ جِي ڪانَ ڪَئِي.",Shah Bhitai
"ڪُنڍي ڪَلِيُنِ وِچَ ۾، جَڏِہِ ھَيائُون،
اُڦَٽُ نہ مارِيائُون، ڏَورِ ڏيئِي وِيا ڏُکَ جِي.",Shah Bhitai
"مَدِيني جا مِيرَ، سُڻُ مُهِجا سَڏَڙا،
سرَڻِ تُهِجي سِيرَ، تُون پارِ لَنگهايين پِيڙَا.",Shah Bhitai
"مَدِيني جا ڌَڻي، سُڻُ مُهِجا سَڏَڙا،
تُهجِي آہِ تَڻِي، ٻِي ڪَڌيَ سارِيان ڪانَ ڪا.",Shah Bhitai
"مَدِيني جا گهوٽَ، سُڻُ مُهِجا سَڏڙا،
ڪِج مُحَمَّد موٽَ، عاصي تُهِجي آسَري.",Shah Bhitai
"مَدِيني جا شاہَ، سُڻُ مُهِجا سَڏَڙا،
ڪارڻ لَڳ اَللهَ، سگهو رَسِجي سُپرِين!",Shah Bhitai
"مدِيني جا شيرَ، سُڻُ مُهِجا سَڏَڙا،
ڀَرِ مُبارَڪَ پيرَ، عاصي تُهِجي آسَري.",Shah Bhitai
"مَدِيني جا ڄامَ، سُڻُ مُهِجا سَڏَڙا،
آھيان تُهِجي سامَ، سِگهو رَسِج سِيرَ ۾.",Shah Bhitai
"ڌَڻِي سو وارِيئين واءُ، جو ميڙائو سَڄَڻين،
ويٺي اٽَ مَٿانءُ، ھِيين آسَرَ مَ لَهي.",Shah Bhitai
"مَٿي واٽَڙِيَنِ، نيڻَ نِهارا مُون ڪِيا،
ويندا مانَ پَسَنِ، مَٿان سَڳَرَ سُپِرِين.",Shah Bhitai
"ڪيچِين ڪارَڻِ ڪالَ، نيڻَ نِهارا مُون ڪِيا،
اِيندا پَسان شالَ، اوٺِي آرِيَ ڄامَ جا.",Shah Bhitai
"اوٺِنِ ڪارَڻِ اَڄُ، نيڻَ نِهارا مون ڪِيا،
پُنهُو ڄامَ پَهُچُ، تہ لاھِيُون اُڃَ اَکِنِ جِي.",Shah Bhitai
"نيڻَ جي نِهارِين، سي اَڄُ تہ اوٺِي آئِيا،
ھَنجُون نہ ھارِين، پاڻِي پُنهُوءَ ڄامَ ري.",Shah Bhitai
"نيڻَ نِهارا مُهِجا، روئِي ٿِيا رَتُ،
پُنهُوءَ ھوءِ پَهتُ، تہ پارِي نِيَنِ پاڻَ سين.",Shah Bhitai
"نيڻَ نِهاري مُهِجا، روئِي رَتُ ٿِيا،
جي ھَٿان ھوتَ ويا، سي اَچَن تان اَجِي ٿِين.",Shah Bhitai
"نيڻَ نِهاري مُهجا، رَتُ ٿِيا روئِي،
ڏُکنِ جي ڏوئي، آھي ھَٿِ اَسونَهہ جي.",Shah Bhitai
"اَڄُ اَڱَڻُ ڪيڻانِ، آسَرَ لَڳِي سورِيان،
ڏونگَرِ ڏيهَ لَڳانِ، مانَ وَرِڪَنِ سُپِرِين.",Shah Bhitai
"ڏُونگَرِلَڳَن ڏِيهَ، مانَ وَرِڪَنِ سُپرين،
ڪِيَس نِماڻِي نِيهَ، آيَل! ٻاروچَنِ جي.",Shah Bhitai
"صاحِبَ تُهِجِي صاحِبِي، عَجَبُ جِهَڙِي آہِ،
وَڏِي سَگهَہ سَندِياءِ، پاڻَ وَھِيڻو آھِيين.",Shah Bhitai
"وَڏِي سَگهَہ سَندِياءِ، ٻاجُهنِ ڀَرِيو آھِيين،
مون تان مِهِرَ مَ لاہَ، آئُون تُهِيجِي آھِيان.",Shah Bhitai
"مِٺو جِنءَ نالوءِ، تِنءَ مُون وَڏو آسَرو،
ڪو دَرُ ناہِ جِهوءِ، مُون ٻِيا دَرَ گهَڻا نِهاريا.",Shah Bhitai
"سَتُرُ ڪَرِ سَتار! آئُون اُگهاڙِي آھِيان،
ڍِڪِيين ڍَڪَڻَهارَ، ڏيئِي پاندُ پَناہَ جو.",Shah Bhitai
"ڪَرِ ڪو ڀيرو ڪاندَ! مُون نِماڻَي جي نِجهُري،
پِرِين تُهِجي پاندَ، ڍولِيا! ڍَڪِي آھيان.",Shah Bhitai
"جِنءَ تُون قائِمُ ڪانڌَ! تِنءَ آئُون وَرَ! وِلِهِي نہ ٿِيان،
پَکي ڇِنا پاندَ، ڳَنڍُ نَہ ڄاڻي ڪو ٻئو.",Shah Bhitai
"ڪاندَ ٻِيُنِ ڪيتَرا، مُون وَرَ وڏِي وَٿُ،
مَٿان ڏيئِي ھَٿُ، جِه عَيبَ مُهِجا ڍَڪِيا.",Shah Bhitai
"ڪاندَ ٻِيُنِ ڪيتَرا، مُون وَرُ وڏِي جُوءِ،
لوڪَ نَہ اَڇي اُوءِ، جي ڏِسي ڏوہَ اَکِنِ سين.",Shah Bhitai
"ڪاندَ ٻيُنِ ڪيتَرا، مُون وَرَ وَڏِي کاندِ،
پاڻان ڍِڪي پاندِ، جي ڏِسي ڏوہَ اَکِنِ سين.",Shah Bhitai
"ڪاندَ ٻيُنِ ڪيتَرا، مُون وَرَ وڏِي ذاتِ،
لوڪَ نہ آڻي واتِ، جي ڏسي ڏوہَ اَکِنِ سين.",Shah Bhitai
"وَرَسين وِجِهئو ڪاڻِ، کَرَ سين کِلَڻُ ڀائِين،
ڀورِي مُنڌَ اَڄاڻ! ڪَڻَ ڇَڏِئو، تُهَ ميڙِيين.",Shah Bhitai
"سُتا اُٿِي جاڳُ، نِنڊَ نَہ ڪَجي ايتَري،
سُلطانِي سُهاڳُ، نِنڊُن ڪَندي نہ ٿِيي.",Shah Bhitai
"ڪِي سُمهُ ڪِي جاڳُ، ننڊ نہ ڪِجي ايتَرِي،
اِيُ مانجهاندي جو ماڳُ، جو تو ساڻيهُ ڀائيو.",Shah Bhitai
"سُتي نہ سَرَنۡدِياءِ، ڪَرِ پَچار پِريَنِ جِي،
وِھامِي وِينِدياءِ، گهَڻا ھَڻندين ھَٿَڙا.",Shah Bhitai
"ھي تان ٿورَڙِيُون، جي تُون ڀور1! پَسِي ڀُلِيين،
راتِيُون ٻيُون گهِڻيُون، جي تو اِينديُون ھيڪَلِيُون.",Shah Bhitai
"سُمَهَڻا ساڙو، جيڏِيُون! جيڏو ئِي ٿِيو،
پِرِيَنِ سين پاڙو، مُهِجو نِنڊَ نبيرِيو.",Shah Bhitai
"سُمَهَڻان ساڙو، جيڏِيُون! جيڏوئِي ٿِيو،
ھوتَ لَنگهِيا ھاڙھو، تون اَناسِي اوجهَرِين.",Shah Bhitai
"پِرِہَ ڦُٽِي، راتِ گَئي جهِيڻا ٿِيا نَکَٽَ،
ھاري! وِيئَي وَٽَ، گهَڻا ھَڻندِينءَ ھَٿَڙا.",Shah Bhitai
"پيئي جا پرڀاتِ، سا ماڪَ مَ پَسو ماڙھُئا،
روئِي ڇُڙِي راتِ، ڏِسِي ڏُکويَنِ کي.",Shah Bhitai
"سَڄِيُون راتِيُون سُمهِي، ڇَڏِيَءِ پِيَّ پَچارَ،
ڀانيَئِي سَڀِ ڄَمارَ، سَڄَڻَ ھوندا مان گهَرين.",Shah Bhitai
"ڍولُ مَ کَڻي ٻانَهڙِي، پِرِين مَ کَڻي پاندُ،
آئُون پَهِجو ڪاندُ، لوڪا لِڪِي رائِيان.",Shah Bhitai
"مُسَنِ مُهَ سَنَرا، کَرِيا گهَڻُون کِلَنِ،
سي تان وِسَرِيَنِ، آيا جَنِ ڪَمَنِ کي.",Shah Bhitai
"ڦِرِيا پَسِي ڦيڻُ، کَرِينِ کَيرُ نہَ چَکِيو،
دُنِيا ڪارَڻِ ديُن، وِڃائي ولَها ٿِيا.",Shah Bhitai
"روہِ راماڻا ڪَنِ، اَڄُ پُڻِ ھَلَڻَ ھارِيُون،
ڪَرڳَلُ ڪُونجَڙِيَنِ، رائي ۾ راتَ ڪِئو.",Shah Bhitai
"وڳرُ اُڪِيري، سَرُ سارِيو سُورَ چَري،
جُهِري جهِڄَندي ڏي، سَنيها کي سَڄَڻين.",Shah Bhitai
"وَڳَرُ وِساري، ويٺين ڪِنءَ ماٺِ ڪَري،
ڪِ تو نَہ ماري، رُڻَ جُهڻ سَندي سَڄَڻين.",Shah Bhitai
"وَڳَرَ وِيا وَھِي، ڪالَ تُهِجا ڪُونجَڙِي،
ڪَندِينءَ ڪوہُ رَھِي، سَرَ ۾ سُپِرِيَنِ ري؟",Shah Bhitai
"وَڳَرَ ڪِئو وَتَنِ، پِرِتِ نہ ڇِنَنِ پاڻَ ۾،
پَسو پَکِيَڙَنِ، ماڙھُنِئان ميٺُ گهڻو.",Shah Bhitai
"وَڏي وَڳَرَ ھيرُئِين، چُڻي نہ ٻِئَنِ گَڏُ،
ڪُونجَ ڪَرِيندي سَڏُ، َويئِي وِھامِي راتَڙِي.",Shah Bhitai
"قِسِمَتَ آندِيُون ڪونجَڙِيُون، وَطَنُ سَندُن روہُ،
ڪِهِجو ڪونهي ڏوہُ، رِزقُ رازِقَ ھَٿَ ۾.",Shah Bhitai
"مَ لَنؤ ڪونجِي! ماٺِ ڪَرِ، چورِ مَ ھِيين چاڪَ،
ڦَٽِيُون جي فِراقَ، سي گهَرِ گهارِيندِيُون ڪيتَرو؟",Shah Bhitai
"مَ لَنؤ ڪونجِي! ماٺِ ڪَرِ، چورِ مَ ھِيين سَلَ،
ڳوڙھا مَٿي ڳَلَ، جِمَ وِھاڻِيَ وَھائِيين.",Shah Bhitai
"ڪونجڙِيَ ڪالَ لَنئِين، سَڄَڻَ وِڌمِ چِتِ،
آئون جِه رِيَ ھِتِ، گَنگهَرَ گهارِيان ڏِيهَڙا.",Shah Bhitai
"اُتَرَ ڏي اَلاپ، ڪالَهانڪُون ڪونجَ ڪَري،
پِرِين پَسِي مَنجِهہ خَوابَ، وِھاڻِيَ وايُون ڪَري.",Shah Bhitai
"ڪُونجِيُون ٿِيُون ڪُڻُڪَنِ، جيڪُسِ ھَلَڻَ ھارِيُون،
ٻَڄا پوءِ اَٿَنِ، وَڃَنِ وانڌا ڪَندِيُون.",Shah Bhitai
"آيُون ڍورَ ڍَري، اَصُل سَندي آسَري،
کَنڀَڙَ ڀُونءِ کَري، پاڻا پيرَ ڏُکويا پَکَڻين.",Shah Bhitai
"آئِيُون اَڳِئين ھيرَ، اَصُلَ سَندي آسَري،
پِڙَ ۾ پَسان نَہ پيرَ، سيڻَنِ ساجُهرُ لَڏِيو.",Shah Bhitai
"ڪُونجَ نہَ پَسِين ڪَکَ، ڍَٻُ جَهۡ سين ڍَٻِيو،
مارِيَ ماري لَکَ، وَڳَرَ ھَڻِي ويچون ڪِئا.",Shah Bhitai
"ڪُونجَ نہ لَکِئو ٻاڻُ، جو مارِيَ سَندي مَنَ ۾،
اوچِتي پَرِياڻَ، وَڳرَ ھَڻي ويڇُون ڪِئا.",Shah Bhitai
"بَغَلَ مَنجِهہ بَندوقَ، مارِيَ ميرا ڪَپِڙا،
مارِيو مِيرَ مَلُوڪَ، لَتاڙِيو لَڪَ چَڙھي.",Shah Bhitai
"مارِي مَرِين شالَ! ڍَٻَ وَڄَنَئَي ڍَٻِيُون،
جِنءَ تو اَچِي ڪالَ، وڌو وِچُ وِرِھَنِ کي.",Shah Bhitai
"چيتا ڪِئو چُڻيج، ٻُڍيٖ مارِيَ پُٺِ ۾،
نيڻين نِنڊَ مَ ڏيج، ڇيڙون ڇَپَرِ آئِيُون.",Shah Bhitai
"سَنگهارَنِ ساري، ساٿِي! ڏيج سَنِيهَڙا،
سا ھيڪَلِي گهاري، مُنڌَ ڪاڇي ڪَنڌِيين.",Shah Bhitai
"ڪيرَ ڪَرِيندِي رِيسَ، آيَلِ! سَنگهارَن سين؟
جَنِين جي خَمِيسَ، وارِيُون واري ڇَڏِيُون.",Shah Bhitai
"ڪاڇي ڪاھِيائون، سَچُ ڪِ سَنگهارَنِ لَڏِئو؟
مُون تَنُ مارِيائُون، پاڻا وِجهِي گوندَرين.",Shah Bhitai
"ڪاڇي پيِئي ڪُوڪَ، سَچُ ڪِ سَنگهارَن لَڏِئو؟
مادَرِ! سي ملُوڪَ، اُٺِي وِئا اُڪِرِي.",Shah Bhitai
"ڪاڇو ۽ ڪوھِيارُ، ڏُنگَرُ سَندُنِ ڏيهَڙو،
ساجُهرُ لَهِي بارُ، ڪوہُ نَہ وِيين اُنِ سين؟",Shah Bhitai
"جِيَنِ سي سَنگهارَ، اَجهي جَنِ جي گهارِيان،
مانَ لَهَنِئُون سارَ، اَچِي اوکين ڏيهَڙين.",Shah Bhitai
"جهوڪُون نہَ جهُڻِڪَنِ، وَڳَ نہَ پَسان وَٽِ ۾،
آيَلِ سَنگهارَنِ، جيڪُس چِٽاڻو چِتِ ڪِئو.",Shah Bhitai
"جي ڀايين وَسَ چَران، تَہ سَنگهارَنِ سين لَڏِ،
تَہ ھاڃٖي سَندِي ھَڏِ، ڪُوڪَ نہ سُڻين ڪَڏِھِين.",Shah Bhitai
"مَنڌِيُون مَٽِ گُڙَنِ، جهوڪَ بہِ سونهَنِ پَهيَڙا،
سَندِي سَنگهارَنِ، جُوءِ جِياري جَڏَڙِي.",Shah Bhitai
"ڀورِيين پاندَ ٽِمَنِ، جَڳَهہَ جهاڳي آئِيُون،
ڪاڇو ميهَڙِيَنِ، مُدائِتو ئِي ماڻيو.",Shah Bhitai
"راءَ سين رُٺا جي، تَنِ جاڙيجَنِ جاڙڪِي،
ڪِنءَ ماڻِيندا سي، چوڏَہَ چارو ڪَڇَڙو؟",Shah Bhitai
"جاڳو جاڙيجا، سَما سُکِ مَ سُمهو،
پَسو آن پارِيا، لاکو ٿو لوڙِيُون ڪَري.",Shah Bhitai
"ڀُڄِئا ڀُلٖي پٖيرُ، وِڌو راءَ رِڪيبَ ۾،
ڪَڇِ رَھَندو ڪيرُ، لاکو لوڙائُن سين؟",Shah Bhitai
"ريٻارَڻِ! رِيجهاءِ، لاکو لُولاٽِنِ سين،
سائُو مانَ سَندِياءِ، ٺَٺُ مَٽائي ٺاڪُرو.",Shah Bhitai
"ريٻارَڻِ روئِي، واڙي وِڌا وَڇَڙا،
سَمورا سوئِي، ھَڻِي ھِتان ساٿَ وِيو.",Shah Bhitai
"رَڙي ريٻارَڻِ، اُڀِي ڊَنگهَرَ جهَلَ،
ڀَري ھِتان پَلَ، ڪيتَريُون ڪاھِي وِئا!",Shah Bhitai
"لاکا لَکَ ھُئا، ڦُلاڻِيَ ڀيرُ ٻِئو،
آجا اوڏَ ٿِئا، پَلَءِ لَڳي جِهۡ جي،",Shah Bhitai
"اَڏِيو جو اوڏَنِ، سو ڍَنگهَرُ ڍِلو مَ ٿِيي،
جِه ڀَرِ وِيهِي ڪَنِ، ليکو لاکي ڄامَ سين.",Shah Bhitai
"لاکي لَڄَ کَنئِي، اَسان اوڏَڙِيَنِ جي،
ڪَندو ڪانہ ٻِي، آڳِ وسوڙھَلَ آھِيُون.",Shah Bhitai
"لاکا لَڄَ سَندياءِ، اوڏِ اَگَلِي آھِيان،
پَکا سي پَرِتاءِ، جي اَجهي تُهِجي اَڏِيا.",Shah Bhitai
